,Datetime,Region,Technology,Emission,Value
252,2019,reg1,New_wind_PP,CO2,0.0
253,2020,reg1,New_wind_PP,CO2,0.0
254,2021,reg1,New_wind_PP,CO2,0.0
255,2022,reg1,New_wind_PP,CO2,0.0
256,2023,reg1,New_wind_PP,CO2,0.0
257,2024,reg1,New_wind_PP,CO2,0.0
258,2025,reg1,New_wind_PP,CO2,0.0
259,2026,reg1,New_wind_PP,CO2,0.0
260,2027,reg1,New_wind_PP,CO2,0.0
261,2028,reg1,New_wind_PP,CO2,0.0
262,2029,reg1,New_wind_PP,CO2,0.0
263,2030,reg1,New_wind_PP,CO2,0.0
264,2019,reg1,New_geo_PP,CO2,0.0
265,2020,reg1,New_geo_PP,CO2,0.0
266,2021,reg1,New_geo_PP,CO2,0.0
267,2022,reg1,New_geo_PP,CO2,0.0
268,2023,reg1,New_geo_PP,CO2,0.0
269,2024,reg1,New_geo_PP,CO2,0.0
270,2025,reg1,New_geo_PP,CO2,0.0
271,2026,reg1,New_geo_PP,CO2,0.0
272,2027,reg1,New_geo_PP,CO2,0.0
273,2028,reg1,New_geo_PP,CO2,0.0
274,2029,reg1,New_geo_PP,CO2,0.0
275,2030,reg1,New_geo_PP,CO2,0.0
276,2019,reg1,Coal_PP,CO2,894990965.184
277,2020,reg1,Coal_PP,CO2,232423011.78503045
278,2021,reg1,Coal_PP,CO2,130709117.76004432
279,2022,reg1,Coal_PP,CO2,143242040.16369358
280,2023,reg1,Coal_PP,CO2,157329860.51335627
281,2024,reg1,Coal_PP,CO2,142206195.88819447
282,2025,reg1,Coal_PP,CO2,143148800.73044676
283,2026,reg1,Coal_PP,CO2,119294692.29443522
284,2027,reg1,Coal_PP,CO2,78243568.14954412
285,2028,reg1,Coal_PP,CO2,23091259.287201148
286,2029,reg1,Coal_PP,CO2,0.0
287,2030,reg1,Coal_PP,CO2,0.0
288,2019,reg1,Diesel_PP,CO2,192450114.80688
289,2020,reg1,Diesel_PP,CO2,4556100.376978159
290,2021,reg1,Diesel_PP,CO2,0.0
291,2022,reg1,Diesel_PP,CO2,4485665.098255423
292,2023,reg1,Diesel_PP,CO2,8018754.78362
293,2024,reg1,Diesel_PP,CO2,7348725.459748688
294,2025,reg1,Diesel_PP,CO2,8018754.78362
295,2026,reg1,Diesel_PP,CO2,5428736.267833718
296,2027,reg1,Diesel_PP,CO2,0.0
297,2028,reg1,Diesel_PP,CO2,0.0
298,2029,reg1,Diesel_PP,CO2,0.0
299,2030,reg1,Diesel_PP,CO2,3657513.192562491
300,2019,reg1,HFO_PP,CO2,256292866.88459998
301,2020,reg1,HFO_PP,CO2,256292866.88459998
302,2021,reg1,HFO_PP,CO2,256292866.88459998
303,2022,reg1,HFO_PP,CO2,256292866.88459998
304,2023,reg1,HFO_PP,CO2,256292866.88459998
305,2024,reg1,HFO_PP,CO2,256292866.88459998
306,2025,reg1,HFO_PP,CO2,256292866.88459998
307,2026,reg1,HFO_PP,CO2,240220202.4197348
308,2027,reg1,HFO_PP,CO2,188573858.3522001
309,2028,reg1,HFO_PP,CO2,170861911.2564
310,2029,reg1,HFO_PP,CO2,117508849.61377247
311,2030,reg1,HFO_PP,CO2,12865389.252828844
312,2019,reg1,Bio_PP,CO2,12614389.908480002
313,2020,reg1,Bio_PP,CO2,10511991.590400001
314,2021,reg1,Bio_PP,CO2,8409593.27232
315,2022,reg1,Bio_PP,CO2,7358394.11328
316,2023,reg1,Bio_PP,CO2,7358394.11328
317,2024,reg1,Bio_PP,CO2,11037591.169920001
318,2025,reg1,Bio_PP,CO2,12614389.908480002
319,2026,reg1,Bio_PP,CO2,10511991.590400001
320,2027,reg1,Bio_PP,CO2,8935192.85184
321,2028,reg1,Bio_PP,CO2,8409593.27232
322,2029,reg1,Bio_PP,CO2,4730396.21568
323,2030,reg1,Bio_PP,CO2,0.0
324,2019,reg1,New_coal_PP,CO2,0.0
325,2020,reg1,New_coal_PP,CO2,0.0
326,2021,reg1,New_coal_PP,CO2,0.0
327,2022,reg1,New_coal_PP,CO2,0.0
328,2023,reg1,New_coal_PP,CO2,0.0
329,2024,reg1,New_coal_PP,CO2,0.0
330,2025,reg1,New_coal_PP,CO2,0.0
331,2026,reg1,New_coal_PP,CO2,0.0
332,2027,reg1,New_coal_PP,CO2,0.0
333,2028,reg1,New_coal_PP,CO2,0.0
334,2029,reg1,New_coal_PP,CO2,0.0
335,2030,reg1,New_coal_PP,CO2,0.0
336,2019,reg1,New_bio_PP,CO2,0.0
337,2020,reg1,New_bio_PP,CO2,1797862158.7625744
338,2021,reg1,New_bio_PP,CO2,1886395343.0715106
339,2022,reg1,New_bio_PP,CO2,1823000160.063226
340,2023,reg1,New_bio_PP,CO2,1782764570.6907208
341,2024,reg1,New_bio_PP,CO2,1644228844.490016
342,2025,reg1,New_bio_PP,CO2,1498456026.4339945
343,2026,reg1,New_bio_PP,CO2,1276717629.094633
344,2027,reg1,New_bio_PP,CO2,1043557435.43815
345,2028,reg1,New_bio_PP,CO2,722285655.7061946
346,2029,reg1,New_bio_PP,CO2,394018581.7102691
347,2030,reg1,New_bio_PP,CO2,0.0
348,2019,reg2,Diesel_supply,CO2,0.0
349,2020,reg2,Diesel_supply,CO2,0.0
350,2021,reg2,Diesel_supply,CO2,0.0
351,2022,reg2,Diesel_supply,CO2,0.0
352,2023,reg2,Diesel_supply,CO2,0.0
353,2024,reg2,Diesel_supply,CO2,0.0
354,2025,reg2,Diesel_supply,CO2,0.0
355,2026,reg2,Diesel_supply,CO2,0.0
356,2027,reg2,Diesel_supply,CO2,0.0
357,2028,reg2,Diesel_supply,CO2,0.0
358,2029,reg2,Diesel_supply,CO2,0.0
359,2030,reg2,Diesel_supply,CO2,0.0
360,2019,reg2,Minigrid_PV_1,CO2,0.0
361,2020,reg2,Minigrid_PV_1,CO2,0.0
362,2021,reg2,Minigrid_PV_1,CO2,0.0
363,2022,reg2,Minigrid_PV_1,CO2,0.0
364,2023,reg2,Minigrid_PV_1,CO2,0.0
365,2024,reg2,Minigrid_PV_1,CO2,0.0
366,2025,reg2,Minigrid_PV_1,CO2,0.0
367,2026,reg2,Minigrid_PV_1,CO2,0.0
368,2027,reg2,Minigrid_PV_1,CO2,0.0
369,2028,reg2,Minigrid_PV_1,CO2,0.0
370,2029,reg2,Minigrid_PV_1,CO2,0.0
371,2030,reg2,Minigrid_PV_1,CO2,0.0
372,2019,reg2,Minigrid_wind_1,CO2,0.0
373,2020,reg2,Minigrid_wind_1,CO2,0.0
374,2021,reg2,Minigrid_wind_1,CO2,0.0
375,2022,reg2,Minigrid_wind_1,CO2,0.0
376,2023,reg2,Minigrid_wind_1,CO2,0.0
377,2024,reg2,Minigrid_wind_1,CO2,0.0
378,2025,reg2,Minigrid_wind_1,CO2,0.0
379,2026,reg2,Minigrid_wind_1,CO2,0.0
380,2027,reg2,Minigrid_wind_1,CO2,0.0
381,2028,reg2,Minigrid_wind_1,CO2,0.0
382,2029,reg2,Minigrid_wind_1,CO2,0.0
383,2030,reg2,Minigrid_wind_1,CO2,0.0
384,2019,reg2,Minigrid_PV_2,CO2,0.0
385,2020,reg2,Minigrid_PV_2,CO2,0.0
386,2021,reg2,Minigrid_PV_2,CO2,0.0
387,2022,reg2,Minigrid_PV_2,CO2,0.0
388,2023,reg2,Minigrid_PV_2,CO2,0.0
389,2024,reg2,Minigrid_PV_2,CO2,0.0
390,2025,reg2,Minigrid_PV_2,CO2,0.0
391,2026,reg2,Minigrid_PV_2,CO2,0.0
392,2027,reg2,Minigrid_PV_2,CO2,0.0
393,2028,reg2,Minigrid_PV_2,CO2,0.0
394,2029,reg2,Minigrid_PV_2,CO2,0.0
395,2030,reg2,Minigrid_PV_2,CO2,0.0
396,2019,reg2,Minigrid_wind_2,CO2,0.0
397,2020,reg2,Minigrid_wind_2,CO2,0.0
398,2021,reg2,Minigrid_wind_2,CO2,0.0
399,2022,reg2,Minigrid_wind_2,CO2,0.0
400,2023,reg2,Minigrid_wind_2,CO2,0.0
401,2024,reg2,Minigrid_wind_2,CO2,0.0
402,2025,reg2,Minigrid_wind_2,CO2,0.0
403,2026,reg2,Minigrid_wind_2,CO2,0.0
404,2027,reg2,Minigrid_wind_2,CO2,0.0
405,2028,reg2,Minigrid_wind_2,CO2,0.0
406,2029,reg2,Minigrid_wind_2,CO2,0.0
407,2030,reg2,Minigrid_wind_2,CO2,0.0
408,2019,reg2,Minigrid_PV_3,CO2,0.0
409,2020,reg2,Minigrid_PV_3,CO2,0.0
410,2021,reg2,Minigrid_PV_3,CO2,0.0
411,2022,reg2,Minigrid_PV_3,CO2,0.0
412,2023,reg2,Minigrid_PV_3,CO2,0.0
413,2024,reg2,Minigrid_PV_3,CO2,0.0
414,2025,reg2,Minigrid_PV_3,CO2,0.0
415,2026,reg2,Minigrid_PV_3,CO2,0.0
416,2027,reg2,Minigrid_PV_3,CO2,0.0
417,2028,reg2,Minigrid_PV_3,CO2,0.0
418,2029,reg2,Minigrid_PV_3,CO2,0.0
419,2030,reg2,Minigrid_PV_3,CO2,0.0
420,2019,reg2,Minigrid_wind_3,CO2,0.0
421,2020,reg2,Minigrid_wind_3,CO2,0.0
422,2021,reg2,Minigrid_wind_3,CO2,0.0
423,2022,reg2,Minigrid_wind_3,CO2,0.0
424,2023,reg2,Minigrid_wind_3,CO2,0.0
425,2024,reg2,Minigrid_wind_3,CO2,0.0
426,2025,reg2,Minigrid_wind_3,CO2,0.0
427,2026,reg2,Minigrid_wind_3,CO2,0.0
428,2027,reg2,Minigrid_wind_3,CO2,0.0
429,2028,reg2,Minigrid_wind_3,CO2,0.0
430,2029,reg2,Minigrid_wind_3,CO2,0.0
431,2030,reg2,Minigrid_wind_3,CO2,0.0
432,2019,reg2,Minigrid_diesel_1,CO2,0.0
433,2020,reg2,Minigrid_diesel_1,CO2,12237580.897074526
434,2021,reg2,Minigrid_diesel_1,CO2,13422197.330677457
435,2022,reg2,Minigrid_diesel_1,CO2,13024282.44108033
436,2023,reg2,Minigrid_diesel_1,CO2,12305940.677077994
437,2024,reg2,Minigrid_diesel_1,CO2,13052183.696428789
438,2025,reg2,Minigrid_diesel_1,CO2,11499929.785679258
439,2026,reg2,Minigrid_diesel_1,CO2,10712844.746122012
440,2027,reg2,Minigrid_diesel_1,CO2,10744046.677300232
441,2028,reg2,Minigrid_diesel_1,CO2,11413137.651178047
442,2029,reg2,Minigrid_diesel_1,CO2,9972043.441554662
443,2030,reg2,Minigrid_diesel_1,CO2,10471891.34479043
444,2019,reg2,Minigrid_diesel_2,CO2,0.0
445,2020,reg2,Minigrid_diesel_2,CO2,10665264.083292456
446,2021,reg2,Minigrid_diesel_2,CO2,12442126.246050052
447,2022,reg2,Minigrid_diesel_2,CO2,10989359.301650718
448,2023,reg2,Minigrid_diesel_2,CO2,12313142.522165317
449,2024,reg2,Minigrid_diesel_2,CO2,10975492.430845404
450,2025,reg2,Minigrid_diesel_2,CO2,11387613.54570392
451,2026,reg2,Minigrid_diesel_2,CO2,10657167.371182958
452,2027,reg2,Minigrid_diesel_2,CO2,11187387.0648
453,2028,reg2,Minigrid_diesel_2,CO2,11187387.0648
454,2029,reg2,Minigrid_diesel_2,CO2,11187387.0648
455,2030,reg2,Minigrid_diesel_2,CO2,10233319.46404869
456,2019,reg2,Minigrid_diesel_3,CO2,0.0
457,2020,reg2,Minigrid_diesel_3,CO2,12329683.84199585
458,2021,reg2,Minigrid_diesel_3,CO2,12445720.320322683
459,2022,reg2,Minigrid_diesel_3,CO2,12853762.482805599
460,2023,reg2,Minigrid_diesel_3,CO2,12158014.646596199
461,2024,reg2,Minigrid_diesel_3,CO2,12948744.00713614
462,2025,reg2,Minigrid_diesel_3,CO2,11046554.347954392
463,2026,reg2,Minigrid_diesel_3,CO2,11512201.884048507
464,2027,reg2,Minigrid_diesel_3,CO2,11187387.0648
465,2028,reg2,Minigrid_diesel_3,CO2,10787022.823041456
466,2029,reg2,Minigrid_diesel_3,CO2,11147956.92592084
467,2030,reg2,Minigrid_diesel_3,CO2,9944344.0576
468,2019,reg3,Diesel_supply,CO2,0.0
469,2020,reg3,Diesel_supply,CO2,0.0
470,2021,reg3,Diesel_supply,CO2,0.0
471,2022,reg3,Diesel_supply,CO2,0.0
472,2023,reg3,Diesel_supply,CO2,0.0
473,2024,reg3,Diesel_supply,CO2,0.0
474,2025,reg3,Diesel_supply,CO2,0.0
475,2026,reg3,Diesel_supply,CO2,0.0
476,2027,reg3,Diesel_supply,CO2,0.0
477,2028,reg3,Diesel_supply,CO2,0.0
478,2029,reg3,Diesel_supply,CO2,0.0
479,2030,reg3,Diesel_supply,CO2,0.0
480,2019,reg3,Minigrid_PV_1,CO2,0.0
481,2020,reg3,Minigrid_PV_1,CO2,0.0
482,2021,reg3,Minigrid_PV_1,CO2,0.0
483,2022,reg3,Minigrid_PV_1,CO2,0.0
484,2023,reg3,Minigrid_PV_1,CO2,0.0
485,2024,reg3,Minigrid_PV_1,CO2,0.0
486,2025,reg3,Minigrid_PV_1,CO2,0.0
487,2026,reg3,Minigrid_PV_1,CO2,0.0
488,2027,reg3,Minigrid_PV_1,CO2,0.0
489,2028,reg3,Minigrid_PV_1,CO2,0.0
490,2029,reg3,Minigrid_PV_1,CO2,0.0
491,2030,reg3,Minigrid_PV_1,CO2,0.0
492,2019,reg3,Minigrid_wind_1,CO2,0.0
493,2020,reg3,Minigrid_wind_1,CO2,0.0
494,2021,reg3,Minigrid_wind_1,CO2,0.0
495,2022,reg3,Minigrid_wind_1,CO2,0.0
496,2023,reg3,Minigrid_wind_1,CO2,0.0
497,2024,reg3,Minigrid_wind_1,CO2,0.0
498,2025,reg3,Minigrid_wind_1,CO2,0.0
499,2026,reg3,Minigrid_wind_1,CO2,0.0
500,2027,reg3,Minigrid_wind_1,CO2,0.0
501,2028,reg3,Minigrid_wind_1,CO2,0.0
502,2029,reg3,Minigrid_wind_1,CO2,0.0
503,2030,reg3,Minigrid_wind_1,CO2,0.0
504,2019,reg3,Minigrid_PV_2,CO2,0.0
505,2020,reg3,Minigrid_PV_2,CO2,0.0
506,2021,reg3,Minigrid_PV_2,CO2,0.0
507,2022,reg3,Minigrid_PV_2,CO2,0.0
508,2023,reg3,Minigrid_PV_2,CO2,0.0
509,2024,reg3,Minigrid_PV_2,CO2,0.0
510,2025,reg3,Minigrid_PV_2,CO2,0.0
511,2026,reg3,Minigrid_PV_2,CO2,0.0
512,2027,reg3,Minigrid_PV_2,CO2,0.0
513,2028,reg3,Minigrid_PV_2,CO2,0.0
514,2029,reg3,Minigrid_PV_2,CO2,0.0
